source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/msnbc-laverne-cox-says-we-still-have-lot-intersectional-work-do-black-trans-people-after
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-evening-shows-mostly-ignored-historic-supreme-court-ruling-lgbtq-discrimination
https://www.mediamatters.org/	https://www.mediamatters.org/alliance-defending-freedom/supreme-court-ruled-it-illegal-fire-folks-being-lgbtq-and-right-wing
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/fox-news-reporter-racists-statues-display-us-capitol-theyre-complicated
https://www.mediamatters.org/	https://www.mediamatters.org/diversity-discrimination/fox-news-still-pushing-false-police-claim-seattle-protester-violence-even
https://www.mediamatters.org/	https://www.mediamatters.org/jesse-watters/foxs-jesse-watters-says-police-were-justified-killing-rayshard-brooks-shooting-him
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/anti-abortion-talking-point-about-congress-coronavirus-bills-spreads-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_Y_HuhuqbilRQ8NJhvw8r2pvmAMpBClYWIVrDcMMIuiw.css
https://www.mediamatters.org/	https://www.mediamatters.org/diversity-discrimination/fox-contributor-gets-history-horribly-wrong-discussion-renaming-bases
https://www.mediamatters.org/	https://www.mediamatters.org/black-lives-matter/fox-news-reporter-blames-mob-protesters-after-man-allegedly-shot-them-wounding
https://www.mediamatters.org/	https://www.mediamatters.org/tomi-lahren/tomi-lahrens-appearance-fox-nation-comedy-special-just-laundry-list-right-wing-talking
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/refuted-conspiracy-theories-about-coronavirus-treatment-elmhurst-hospital-find
https://www.mediamatters.org/	https://www.mediamatters.org/planned-parenthood/right-wing-figures-dishonestly-attack-planned-parenthood-over-coronavirus
https://www.mediamatters.org/	https://www.mediamatters.org/karl-rove/despite-network-policy-foxs-karl-rove-advising-and-campaigning-numerous-gop-organizations
https://www.mediamatters.org/	https://www.mediamatters.org/black-lives-matter/fox-host-scrambles-after-guest-explains-why-officers-were-wrong-kill-rayshard
